attack_type;target_system;outcome;timestamp;attacker_ip;target_ip;data_compromised_GB;attack_duration_min;security_tools_used;user_role;location;attack_severity;industry;response_time_min;mitigation_method
SQL Injection;API;Success;09:28.1;249.151.10.129;41.12.175.23;45.15;244;VPN;External User;Russia;4;Finance;46;Reset Credentials
Malware;IoT Device;Success;36:23.1;88.139.102.102;62.76.34.2;35.05;54;Antivirus;Admin;China;9;Energy;142;Reset Credentials
Zero-Day Exploit;Database;Failure;00:17.1;245.130.53.0;54.140.181.223;64.91;234;Firewall;External User;USA;1;Education;131;Quarantine
DDoS;Cloud Service;Success;57:02.1;82.54.59.31;114.110.14.52;49.89;62;MFA;Admin;Australia;2;Manufacturing;75;Containment
Ransomware;Email Server;Failure;09:49.1;26.106.206.171;34.199.165.206;59.8;123;VPN;Contractor;Russia;6;Government;20;Block IP
DDoS;Cloud Service;Success;39:38.1;201.145.71.158;114.86.45.182;46.97;19;VPN;External User;India;10;Manufacturing;34;Quarantine
Cross-Site Scripting;Email Server;Success;41:46.1;64.154.50.6;237.10.93.108;21.84;223;WAF;Admin;France;2;Education;89;Patch
Phishing;User Account;Failure;16:01.1;167.18.26.246;76.125.131.142;95.87;17;WAF;Contractor;India;8;Healthcare;98;Patch
Phishing;Database;Success;28:29.1;55.223.49.78;19.41.177.35;53.36;256;SIEM;Admin;Russia;3;Finance;18;Block IP
Zero-Day Exploit;Cloud Service;Success;22:42.1;226.45.253.245;141.117.210.233;67.99;169;Antivirus;Admin;India;7;Education;117;Containment
DDoS;API;Failure;18:40.1;214.94.58.70;127.199.45.111;64.7;78;IDS;External User;India;5;Energy;52;Quarantine
Zero-Day Exploit;User Account;Failure;59:15.1;96.167.20.150;158.183.224.81;6.33;155;WAF;Employee;USA;7;Retail;146;Containment
SQL Injection;Cloud Service;Success;14:47.1;108.131.55.178;154.164.157.182;88.75;39;Firewall;Employee;China;9;Healthcare;24;Containment
SQL Injection;User Account;Success;50:56.1;82.232.84.138;187.3.195.131;7.85;4;MFA;Admin;UK;7;Retail;51;Reset Credentials
SQL Injection;Email Server;Failure;16:25.1;76.214.134.211;12.67.153.147;62.91;201;WAF;Employee;USA;10;Manufacturing;27;Patch
SQL Injection;Network Switch;Failure;30:18.1;34.170.127.196;66.95.7.229;41.52;262;WAF;External User;China;6;Retail;91;Containment
DDoS;Email Server;Success;21:26.1;38.39.115.20;244.96.237.117;37.22;36;Antivirus;Employee;Canada;10;Government;176;Block IP
Ransomware;Email Server;Success;01:05.1;224.209.101.73;113.192.65.126;66.92;140;VPN;External User;Australia;10;Retail;75;Containment
SQL Injection;IoT Device;Failure;03:28.1;161.121.66.166;211.240.225.224;81.48;87;IDS;Admin;Canada;6;Retail;1;Patch
DDoS;Network Switch;Success;09:24.1;105.69.216.16;229.41.191.18;29.35;93;WAF;Contractor;Canada;7;Energy;116;Block IP
Cross-Site Scripting;IoT Device;Failure;21:34.1;184.151.155.182;54.65.69.228;8.88;96;VPN;External User;USA;3;Technology;40;Patch
DDoS;IoT Device;Failure;18:09.1;59.165.170.64;123.18.254.122;3.44;41;IDS;Contractor;Brazil;6;Education;5;Patch
Zero-Day Exploit;Cloud Service;Success;41:29.1;124.47.209.139;8.213.114.123;47.95;104;Endpoint Detection;External User;India;5;Retail;166;Reset Credentials
Zero-Day Exploit;Network Switch;Success;35:17.1;120.28.23.235;242.151.84.49;41.34;53;WAF;Admin;China;4;Energy;81;Reset Credentials
SQL Injection;Cloud Service;Failure;02:18.1;242.163.214.171;86.22.71.147;83.53;6;WAF;Contractor;Brazil;7;Finance;116;Patch
Zero-Day Exploit;Cloud Service;Failure;15:31.1;251.9.24.161;89.110.249.130;31.84;117;Endpoint Detection;Employee;UK;8;Government;163;Quarantine
Brute Force;Cloud Service;Success;45:31.1;72.246.215.177;216.88.154.241;92.48;107;Endpoint Detection;Admin;China;2;Finance;146;Reset Credentials
Ransomware;Network Switch;Success;26:02.1;101.63.100.55;85.15.205.49;59.84;268;Firewall;External User;India;3;Government;136;Block IP
Zero-Day Exploit;Email Server;Failure;30:45.1;138.22.148.232;75.249.172.53;60.49;278;IDS;Employee;Australia;3;Healthcare;153;Reset Credentials
Zero-Day Exploit;API;Failure;05:31.1;143.100.140.225;168.223.77.199;12.29;88;IDS;Contractor;India;10;Technology;55;Reset Credentials
Brute Force;API;Failure;05:23.1;244.17.199.32;72.51.138.182;31.06;67;WAF;Contractor;France;9;Manufacturing;153;Reset Credentials
DDoS;Network Switch;Success;37:37.1;85.10.122.128;120.33.242.100;19.28;132;VPN;Admin;Brazil;2;Technology;173;Containment
Brute Force;API;Success;35:12.1;32.218.178.25;147.23.208.54;3.06;98;IDS;Admin;Germany;5;Technology;24;Quarantine
DDoS;Email Server;Success;34:30.1;246.52.12.113;211.116.6.239;73.32;84;SIEM;Admin;France;5;Education;90;Reset Credentials
Zero-Day Exploit;IoT Device;Failure;31:14.1;134.250.199.195;228.45.3.123;85.11;298;MFA;External User;Australia;5;Finance;40;Reset Credentials
SQL Injection;Network Switch;Success;39:23.1;37.49.94.109;10.6.196.213;87.24;292;Antivirus;Admin;China;10;Healthcare;141;Block IP
SQL Injection;Cloud Service;Failure;36:21.1;174.158.198.220;215.91.58.85;99.29;131;WAF;Admin;Brazil;4;Energy;100;Reset Credentials
DDoS;Database;Failure;29:56.1;7.148.107.5;76.75.186.249;77.39;154;Endpoint Detection;Employee;India;10;Finance;60;Quarantine
SQL Injection;IoT Device;Success;02:33.1;122.21.202.224;102.91.221.104;1.21;182;MFA;Admin;China;8;Retail;52;Patch
Cross-Site Scripting;Email Server;Failure;26:07.1;203.19.105.35;168.66.177.140;26.22;89;Firewall;Contractor;USA;4;Energy;53;Reset Credentials
Phishing;Cloud Service;Failure;28:14.1;40.198.165.83;160.157.108.52;29.69;238;MFA;Admin;India;5;Education;35;Reset Credentials
Malware;Network Switch;Failure;17:44.1;60.107.207.44;117.16.12.169;69.76;37;IDS;External User;Brazil;4;Energy;135;Block IP
DDoS;Web Server;Failure;13:46.1;189.185.145.159;126.217.109.120;33.66;194;Endpoint Detection;Contractor;Russia;6;Education;121;Reset Credentials
Phishing;IoT Device;Failure;03:32.1;140.69.216.34;59.235.89.182;12.7;174;VPN;External User;Australia;4;Healthcare;69;Containment
Malware;Cloud Service;Failure;17:33.1;129.225.140.204;179.20.221.201;68.92;66;Endpoint Detection;Contractor;Germany;10;Education;75;Quarantine
DDoS;User Account;Success;58:10.1;115.42.212.22;175.135.188.212;27.15;217;Endpoint Detection;Contractor;Canada;3;Technology;99;Quarantine
Cross-Site Scripting;User Account;Failure;18:10.1;203.170.209.62;82.110.1.202;62.77;17;SIEM;External User;UK;2;Healthcare;127;Block IP
Ransomware;Email Server;Success;28:16.1;44.36.114.218;136.90.1.102;94.56;121;Antivirus;Admin;USA;1;Healthcare;41;Block IP
DDoS;User Account;Success;25:53.1;144.114.140.78;236.159.18.69;64.09;81;IDS;External User;Australia;9;Finance;104;Containment
Phishing;User Account;Success;06:24.1;141.248.54.171;68.49.151.131;46.44;207;SIEM;Contractor;UK;1;Healthcare;100;Patch
Phishing;Network Switch;Success;26:11.1;136.204.193.216;78.58.148.49;38.79;254;VPN;Admin;UK;1;Education;120;Quarantine
Cross-Site Scripting;IoT Device;Success;46:30.1;162.174.61.175;21.176.246.247;53.8;203;VPN;External User;France;9;Retail;2;Reset Credentials
Cross-Site Scripting;Cloud Service;Success;18:06.1;74.27.100.145;14.71.186.193;89.17;289;SIEM;Employee;Canada;9;Finance;115;Reset Credentials
DDoS;User Account;Failure;54:22.1;127.98.28.67;253.114.1.255;26.3;222;VPN;Contractor;UK;5;Finance;156;Containment
Zero-Day Exploit;API;Failure;34:39.1;100.149.69.167;99.57.2.214;33.69;231;MFA;Admin;France;9;Finance;172;Reset Credentials
Cross-Site Scripting;Network Switch;Success;20:10.1;219.226.26.77;237.76.74.35;97.87;98;WAF;External User;China;1;Energy;70;Quarantine
Cross-Site Scripting;IoT Device;Success;46:04.1;85.168.131.85;82.46.237.226;7.63;159;IDS;Contractor;Germany;1;Retail;147;Reset Credentials
Malware;Database;Failure;26:48.1;115.89.32.117;116.116.219.1;2.62;130;VPN;Employee;Russia;7;Manufacturing;69;Block IP
Zero-Day Exploit;Network Switch;Success;48:23.1;44.133.252.135;72.93.204.73;64.53;240;IDS;External User;Canada;7;Finance;137;Patch
Brute Force;Web Server;Failure;36:35.1;85.202.89.35;55.159.201.35;56.25;236;WAF;Employee;Germany;7;Retail;66;Block IP
Cross-Site Scripting;IoT Device;Failure;11:12.1;168.45.79.22;55.174.111.174;63.6;160;VPN;Admin;Russia;3;Technology;52;Block IP
Ransomware;Database;Success;50:56.1;211.77.62.65;210.22.13.94;94.94;108;VPN;External User;Russia;1;Finance;60;Containment
Zero-Day Exploit;Database;Failure;27:53.1;104.50.88.172;154.89.25.190;4.52;80;IDS;Contractor;Brazil;1;Government;84;Block IP
SQL Injection;Email Server;Success;18:44.1;119.42.25.250;46.250.28.220;87.42;127;SIEM;External User;USA;3;Government;11;Reset Credentials
Cross-Site Scripting;Web Server;Failure;27:24.1;239.111.168.231;206.139.143.210;2.37;69;MFA;Admin;Canada;4;Energy;162;Quarantine
DDoS;Network Switch;Success;18:01.1;4.240.234.74;98.165.32.200;11.66;171;IDS;Employee;Brazil;5;Manufacturing;71;Block IP
Malware;Email Server;Failure;41:02.1;72.240.124.122;202.139.223.22;6.55;254;VPN;Employee;India;4;Government;111;Patch
Brute Force;IoT Device;Success;58:24.1;118.79.92.220;129.38.2.105;58.06;256;SIEM;Employee;Australia;1;Finance;100;Reset Credentials
Zero-Day Exploit;Email Server;Success;26:27.1;238.32.19.82;183.248.154.26;43.78;144;MFA;Contractor;Canada;9;Government;158;Patch
DDoS;Web Server;Failure;30:39.1;123.71.214.254;98.143.154.152;59.13;25;WAF;External User;Canada;4;Government;90;Containment
Cross-Site Scripting;Cloud Service;Success;52:25.1;235.67.68.43;231.114.212.146;75.53;269;WAF;Employee;Brazil;2;Technology;54;Reset Credentials
DDoS;Cloud Service;Failure;45:18.1;97.233.164.188;213.134.217.81;61.8;113;SIEM;Employee;India;7;Healthcare;154;Patch
Phishing;Cloud Service;Failure;11:38.1;248.158.78.88;169.41.143.134;88.77;65;VPN;Admin;Australia;3;Government;165;Patch
Phishing;Network Switch;Success;45:06.1;9.65.100.184;226.204.128.208;56.14;296;MFA;Employee;Australia;10;Finance;142;Block IP
Malware;Email Server;Success;12:24.1;50.174.88.84;129.193.152.113;4.69;14;MFA;Admin;Russia;6;Manufacturing;161;Quarantine
Brute Force;Web Server;Success;48:17.1;97.180.215.9;41.94.194.246;76.21;152;SIEM;Admin;China;7;Energy;102;Quarantine
Brute Force;API;Success;16:46.1;185.119.174.213;95.86.78.131;57.26;215;Firewall;Contractor;India;8;Education;128;Reset Credentials
DDoS;IoT Device;Success;09:02.1;93.68.130.196;57.61.2.68;9.33;143;Antivirus;Contractor;USA;7;Energy;44;Block IP
SQL Injection;Network Switch;Failure;04:11.1;123.231.130.73;65.152.170.238;30.7;97;Antivirus;Contractor;France;4;Retail;164;Quarantine
Phishing;IoT Device;Success;29:48.1;137.121.106.177;100.128.249.218;14.09;163;Endpoint Detection;External User;China;8;Healthcare;147;Reset Credentials
SQL Injection;IoT Device;Failure;45:01.1;217.40.230.191;94.255.215.251;86.62;160;Antivirus;External User;UK;10;Technology;163;Reset Credentials
DDoS;Network Switch;Success;03:56.1;229.62.215.52;215.195.229.221;42.78;158;IDS;External User;Russia;3;Healthcare;155;Quarantine
DDoS;API;Failure;13:43.1;219.56.72.102;104.209.15.208;28.57;61;IDS;Contractor;India;5;Finance;111;Reset Credentials
Brute Force;Web Server;Failure;40:26.1;35.55.215.188;4.112.190.162;88.38;48;IDS;Contractor;Russia;1;Education;44;Patch
Cross-Site Scripting;API;Success;25:44.1;135.192.125.91;232.163.197.98;69.8;111;Antivirus;Employee;Brazil;2;Technology;21;Block IP
Ransomware;Email Server;Success;16:22.1;70.67.81.240;199.226.196.97;22.01;1;VPN;Admin;USA;7;Government;21;Patch
DDoS;Cloud Service;Failure;05:34.1;232.2.90.194;2.160.213.48;34.69;207;SIEM;External User;India;9;Government;107;Containment
Ransomware;Database;Failure;44:56.1;217.212.86.147;227.249.45.122;4.65;247;SIEM;External User;Russia;9;Finance;132;Patch
Ransomware;User Account;Failure;41:46.1;243.134.165.24;191.167.189.199;1.32;90;Antivirus;External User;Brazil;10;Technology;27;Reset Credentials
Ransomware;User Account;Success;10:33.1;225.253.142.189;116.184.106.33;93.17;258;VPN;Admin;Brazil;5;Education;77;Containment
SQL Injection;API;Success;50:08.1;206.86.38.186;13.157.174.147;78.73;188;SIEM;Employee;UK;7;Energy;55;Reset Credentials
SQL Injection;IoT Device;Success;44:44.1;114.42.204.20;143.35.153.224;10.11;19;Endpoint Detection;Contractor;Canada;7;Retail;143;Containment
Zero-Day Exploit;API;Success;37:22.1;222.88.28.255;18.87.87.203;99.47;275;WAF;Admin;Australia;5;Finance;106;Patch
DDoS;User Account;Failure;18:21.1;8.237.211.69;130.171.73.228;34.78;69;Antivirus;Employee;Brazil;4;Finance;138;Quarantine
Brute Force;Web Server;Failure;26:29.1;52.150.182.86;146.217.245.195;38.28;212;SIEM;Contractor;France;2;Finance;126;Reset Credentials
SQL Injection;Email Server;Success;34:31.1;215.118.94.64;63.189.110.62;98.14;52;SIEM;Employee;India;4;Government;167;Containment
Cross-Site Scripting;IoT Device;Success;32:28.1;93.77.251.153;80.31.145.187;12.13;7;MFA;Admin;Russia;5;Retail;157;Containment
Brute Force;User Account;Failure;40:25.1;38.245.150.88;173.142.34.61;67.56;274;WAF;External User;Russia;9;Energy;129;Patch
SQL Injection;Network Switch;Failure;57:52.1;54.80.209.181;235.234.51.86;29.56;245;IDS;Admin;Brazil;4;Finance;84;Quarantine
Zero-Day Exploit;IoT Device;Success;20:15.1;199.52.190.36;181.89.46.29;42.56;203;Antivirus;External User;India;1;Manufacturing;150;Quarantine
Cross-Site Scripting;Web Server;Success;41:40.1;193.187.227.136;208.182.41.158;26.78;107;SIEM;Contractor;USA;1;Technology;107;Reset Credentials
Phishing;Email Server;Failure;03:11.1;232.143.213.242;195.74.195.158;56.16;69;Firewall;External User;India;7;Energy;86;Quarantine
Zero-Day Exploit;Database;Success;27:22.1;219.86.47.6;68.171.21.131;62.9;300;MFA;Contractor;UK;1;Energy;47;Containment
Ransomware;IoT Device;Success;20:59.1;59.163.14.218;221.57.93.235;31.71;99;WAF;External User;USA;9;Education;110;Reset Credentials
Phishing;Network Switch;Failure;23:03.1;233.37.190.133;23.21.90.16;66.54;22;MFA;External User;India;3;Government;125;Block IP
Ransomware;IoT Device;Success;43:44.1;134.72.37.115;190.134.53.220;51.88;40;WAF;Contractor;Brazil;5;Finance;124;Quarantine
DDoS;Cloud Service;Success;03:41.1;113.139.12.11;146.89.42.224;2.95;15;Endpoint Detection;Employee;Brazil;3;Finance;90;Containment
DDoS;Web Server;Failure;02:13.1;157.163.132.176;201.132.42.96;19.98;235;IDS;Employee;France;4;Healthcare;170;Block IP
Phishing;Email Server;Success;31:19.1;82.68.145.86;32.185.139.105;12.29;9;Antivirus;Contractor;Brazil;4;Finance;76;Reset Credentials
Malware;Database;Success;39:04.1;163.136.23.12;63.247.8.6;43.86;186;IDS;Employee;USA;4;Technology;92;Block IP
Malware;Cloud Service;Success;19:37.1;244.255.220.223;2.135.184.90;67.73;75;Firewall;Admin;France;8;Retail;91;Quarantine
Zero-Day Exploit;Email Server;Success;33:31.1;46.208.100.101;214.238.121.29;47.63;165;Endpoint Detection;Employee;Brazil;10;Education;24;Reset Credentials
Cross-Site Scripting;Web Server;Failure;44:33.1;193.163.33.31;240.234.68.47;58.41;162;SIEM;Contractor;China;2;Energy;63;Reset Credentials
Phishing;IoT Device;Failure;03:13.1;218.70.33.128;75.144.176.1;73.33;247;MFA;Contractor;France;9;Retail;41;Quarantine
SQL Injection;API;Failure;03:55.1;83.126.174.190;32.147.167.244;12.79;128;IDS;Contractor;India;7;Education;116;Block IP
Phishing;API;Failure;11:16.1;227.222.68.111;11.232.23.252;87.55;69;Endpoint Detection;Contractor;Germany;8;Energy;144;Containment
SQL Injection;Email Server;Failure;15:37.1;9.101.142.24;44.203.40.167;36.4;99;Firewall;Admin;Australia;3;Manufacturing;47;Patch
Brute Force;Web Server;Success;37:06.1;7.225.173.228;219.184.104.60;0.33;189;SIEM;Employee;Australia;1;Government;29;Containment
Ransomware;Database;Failure;52:54.1;218.151.113.94;124.145.51.72;34.12;136;SIEM;Contractor;Russia;4;Technology;65;Quarantine
Zero-Day Exploit;IoT Device;Success;09:00.1;188.181.72.176;4.36.235.188;43.75;247;WAF;Employee;Germany;9;Retail;72;Patch
Zero-Day Exploit;Database;Success;56:51.1;77.168.8.200;113.163.164.219;81.25;52;Antivirus;Employee;China;9;Retail;6;Reset Credentials
Brute Force;Network Switch;Success;02:13.1;122.138.67.158;57.131.191.60;41.05;172;Firewall;Contractor;India;3;Technology;61;Containment
Cross-Site Scripting;API;Success;41:53.1;215.147.196.210;41.246.83.81;95.42;235;VPN;Contractor;Brazil;8;Government;172;Containment
Phishing;User Account;Failure;16:27.1;141.26.179.147;117.58.206.117;73.38;48;MFA;Employee;India;2;Government;28;Quarantine
DDoS;Network Switch;Failure;31:58.1;247.218.27.145;242.97.6.195;65.24;194;IDS;Admin;UK;8;Government;32;Reset Credentials
Phishing;Cloud Service;Failure;07:54.1;64.185.106.93;210.38.240.255;38.04;198;IDS;Employee;Canada;3;Education;77;Block IP
DDoS;Cloud Service;Success;49:01.1;63.250.145.37;208.30.189.45;64.09;199;WAF;Admin;Canada;7;Technology;120;Patch
Brute Force;Web Server;Failure;03:32.1;77.159.77.169;195.191.185.240;53.65;22;SIEM;Employee;USA;10;Manufacturing;63;Reset Credentials
Zero-Day Exploit;Web Server;Success;34:38.1;52.14.226.105;171.114.216.95;90.18;118;IDS;Employee;France;5;Manufacturing;46;Patch
Cross-Site Scripting;Web Server;Success;30:52.1;40.123.122.44;195.44.46.69;36.26;288;SIEM;Admin;UK;10;Finance;78;Reset Credentials
Zero-Day Exploit;Network Switch;Success;46:18.1;210.227.196.139;247.43.151.99;92.56;287;WAF;External User;Brazil;1;Healthcare;99;Block IP
DDoS;Database;Success;34:35.1;3.144.207.151;68.27.121.1;84.75;132;SIEM;Employee;France;7;Government;28;Block IP
SQL Injection;Network Switch;Success;22:03.1;12.179.233.150;107.45.163.134;94.97;28;IDS;Employee;China;6;Government;152;Quarantine
Brute Force;Web Server;Success;32:17.1;141.14.64.19;32.107.180.148;37.79;64;Endpoint Detection;Admin;USA;9;Manufacturing;2;Quarantine
Malware;Cloud Service;Success;21:44.1;242.194.230.139;167.188.137.77;16.46;21;MFA;Employee;Canada;1;Finance;86;Quarantine
Brute Force;Database;Failure;10:37.1;163.51.255.240;42.23.55.114;38.84;105;IDS;Admin;Germany;7;Education;89;Patch
Cross-Site Scripting;User Account;Failure;11:09.1;66.84.2.207;14.131.119.226;98.8;195;MFA;Admin;China;8;Manufacturing;16;Reset Credentials
Brute Force;Network Switch;Success;54:26.1;15.172.157.168;42.5.232.223;5.55;284;VPN;Contractor;Canada;3;Technology;102;Quarantine
Malware;User Account;Failure;58:56.1;80.84.143.91;66.83.194.220;80.99;124;VPN;External User;Brazil;8;Energy;70;Containment
Brute Force;Cloud Service;Failure;27:40.1;173.212.136.94;251.89.240.221;44.25;118;SIEM;Employee;UK;10;Manufacturing;125;Reset Credentials
Ransomware;Email Server;Success;11:04.1;186.158.150.26;85.218.108.195;38.28;15;SIEM;Employee;France;8;Energy;97;Reset Credentials
Zero-Day Exploit;Database;Failure;14:39.1;217.15.57.148;240.103.89.127;85.43;30;Endpoint Detection;Admin;China;1;Retail;152;Patch
Cross-Site Scripting;Web Server;Success;38:45.1;179.53.7.85;198.239.146.140;50.39;177;SIEM;Employee;China;3;Finance;104;Block IP
Ransomware;User Account;Failure;20:13.1;82.155.170.130;250.121.85.227;54.99;180;Antivirus;Admin;China;3;Government;38;Block IP
Cross-Site Scripting;User Account;Failure;51:43.1;203.54.219.207;18.173.161.248;32.15;297;MFA;Contractor;China;8;Retail;56;Patch
SQL Injection;Database;Failure;45:30.1;209.100.89.191;180.58.228.68;84.16;31;Firewall;Contractor;Germany;1;Government;35;Block IP
Malware;Database;Success;31:59.1;234.130.42.19;103.190.237.75;56.73;209;SIEM;External User;France;8;Education;167;Patch
Phishing;User Account;Success;15:16.1;30.193.147.119;111.128.255.1;86.14;219;VPN;Contractor;France;6;Finance;39;Patch
Ransomware;Database;Success;34:32.1;142.3.239.11;110.84.53.43;38.11;144;SIEM;Employee;Germany;5;Government;135;Block IP
Brute Force;Network Switch;Failure;05:03.1;226.28.12.91;51.34.230.26;37.63;122;MFA;Contractor;France;8;Technology;41;Reset Credentials
